Historical Sales,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Customer,Id,Region,Diesel Quota,,Tanks,Product,,04/10/2016,05/10/2016,06/10/2016,07/10/2016,08/10/2016,09/10/2016,10/10/2016
,,,,,,,,Stock,19287,15353,22300,23078,14287,17533,
,,,,,,,,,,,,,,,
,SMART SERVICE STATION,90040791,CENTR3,39644,,90040791-4,BIODIESEL B7 (RETAIL),Sales,1480,1581,1249,959,1126,870,1671
,,,,,,,,Stock,11747,10275,8617,8254,6541,10714,
,,,,,,90040791-3,PRIMAX 97,Sales,256,551,451,423,516,765,265
,,,,,,,,Stock,9794,9432,8858,8574,8150,7592,
,,,,,,90040791-1,PRIMAX 95,Sales,6060,6187,6103,5653,6197,6204,6132
,,,,,,,,Stock,25376,13866,12372,17003,26347,19487,
,,,,,,90040791-2,PRIMAX 95,Sales,6059,6188,6104,5653,6198,6203,6132
,,,,,,,,Stock,15511,15063,20056,19628,15212,20550,
,,,,,,,,,,,,,,,
,MARINAH SYNERGY,90040794,SOUTH2,27300,,90040794-1,PRIMAX 95,Sales,7593,8201,7620,8070,7860,9383,7730
,,,,,,,,Stock,19602,19917,18942,22867,19492,11963,
,,,,,,90040794-2,PRIMAX 95,Sales,7593,8202,7619,8071,7860,9383,7730
,,,,,,,,Stock,20444,21311,16939,19470,22278,14404,
,,,,,,90040794-3,PRIMAX 97,Sales,4165,3781,3606,4767,6621,6686,3881
,,,,,,,,Stock,15308,21004,17588,25053,19486,13394,
,,,,,,90040794-4,BIODIESEL B7 (RETAIL),Sales,1261,1577,798,1528,862,1093,1350
,,,,,,,,Stock,6748,10925,9271,8575,12577,11539,
,,,,,,,,,,,,,,,
,BIEMUS RESOURCES,90040820,EAST1,294840,,90040820-5,PRIMAX 95,Sales,2755,2812,3598,2600,2804,3334,2842
,,,,,,,,Stock,22706,20273,18099,15986,14097,12056,
,,,,,,90040820-2,BIODIESEL B7 (RETAIL),Sales,2843,2492,2535,1801,2486,2328,3432
,,,,,,,,Stock,13873,7865,14477,25433,25358,25326,
,,,,,,90040820-3,PRIMAX 95,Sales,2755,2811,3596,2600,2804,3334,2840
,,,,,,,,Stock,842,842,23160,14654,5500,842,
,,,,,,90040820-1,BIODIESEL B7 (RETAIL),Sales,2843,2492,2536,1801,2485,2328,3432
,,,,,,,,Stock,18026,23591,23095,17953,14020,8863,
,,,,,,90040820-4,PRIMAX 95,Sales,2755,2811,3596,2600,2804,3334,2842
,,,,,,,,Stock,25385,16395,6652,25171,25171,25057,
,,,,,,90040820-6,PRIMAX 95,Sales,2756,2811,3596,2598,2804,3332,2842
,,,,,,,,Stock,12701,18357,18573,18931,19296,14186,
,,,,,,,,,,,,,,,
,NN SURIA ENTERPRISE,90040825,NORTH2,354620,,90040825-1,PRIMAX 95,Sales,5509,5012,4731,5610,5850,5593,5420
,,,,,,,,Stock,15834,20341,18427,20853,18589,19955,
,,,,,,90040825-6,BIODIESEL B7 (RETAIL),Sales,5064,6173,7125,6296,5649,3561,4929
,,,,,,,,Stock,18552,23507,16819,16451,16819,23122,
,,,,,,90040825-4,PRIMAX 95,Sales,5510,5012,4731,5610,5851,5593,5419
,,,,,,,,Stock,21611,24846,16727,24278,25712,21022,
,,,,,,90040825-3,PRIMAX 95,Sales,5509,5013,4731,5611,5850,5593,5420
,,,,,,,,Stock,15712,25252,20813,22487,22293,23740,
,,,,,,90040825-2,PRIMAX 97,Sales,1749,1825,1837,1379,1958,1503,1923
,,,,,,,,Stock,19034,17368,15698,13866,22855,21131,
,,,,,,90040825-5,BIODIESEL B7 (RETAIL),Sales,5063,6173,7125,6297,5649,3562,4929
,,,,,,,,Stock,25746,20139,14116,17533,20863,20337,
,,,,,,,,,,,,,,,
,DMO STESEN ENTERPRISE,90040900,EAST2,152880,,90040900-2,PRIMAX 97,Sales,1224,1004,663,848,864,789,517
,,,,,,,,Stock,13371,11940,11274,10538,9882,8874,
,,,,,,90040900-4,PRIMAX 95,Sales,5966,5535,5974,6952,7260,6764,4459
,,,,,,,,Stock,15891,20902,23772,23835,15527,14030,
,,,,,,90040900-1,BIODIESEL B7 (RETAIL),Sales,7106,6074,6621,5504,6135,4886,3884
,,,,,,,,Stock,18997,12016,16721,20776,14631,19358,
,,,,,,90040900-3,PRIMAX 95,Sales,5966,5534,5973,6951,7260,6764,4459
,,,,,,,,Stock,15891,20902,23200,22011,15228,13581,
,,,,,,,,,,,,,,,
,TGZAMZURI IOOI ENTERPRISE,90040903,EAST1,152880,,90040903-4,PRIMAX 95,Sales,7646,6380,7444,6667,7758,7466,6629
,,,,,,,,Stock,16659,18022,22127,19567,17591,14636,
,,,,,,90040903-2,PRIMAX 95,Sales,7646,6380,7443,6666,7757,7466,6629
,,,,,,,,Stock,19504,19084,18510,22493,21833,20407,
,,,,,,90040903-1,BIODIESEL B7 (RETAIL),Sales,5248,6388,6757,3765,4658,6571,5651
,,,,,,,,Stock,21307,16185,9767,19388,15817,21837,
,,,,,,90040903-3,PRIMAX 97,Sales,448,485,587,652,885,778,630
,,,,,,,,Stock,11027,10658,10140,9475,8595,8013,
,,,,,,,,,,,,,,,
,SINAR HAYAT SERVICES,90040906,CENTR1,38220,,90040906-2,PRIMAX 97,Sales,646,695,836,799,919,814,694
,,,,,,,,Stock,15872,15213,14598,13682,12874,11989,
,,,,,,90040906-3,PRIMAX 95,Sales,3085,2892,3405,3599,3228,2918,2890
,,,,,,,,Stock,13176,20992,17946,14561,21267,17874,
,,,,,,90040906-5,PRIMAX 95,Sales,3086,2892,3405,3600,3227,2919,2890
,,,,,,,,Stock,12887,20565,17726,17321,21889,18759,
,,,,,,90040906-1,BIODIESEL B7 (RETAIL),Sales,2785,2322,2147,2849,935,839,1856
,,,,,,,,Stock,12332,15078,13039,10588,13556,12050,
,,,,,,90040906-4,PRIMAX 95,Sales,3085,2892,3404,3600,3227,2919,2890
,,,,,,,,Stock,15192,23185,20711,17056,19376,15679,
,,,,,,,,,,,,,,,
,NUR ID ENTERPRISE,90040936,SOUTH1,43680,,90040936-3,PRIMAX 95,Sales,3775,3218,3213,3815,4646,4926,3226
,,,,,,,,Stock,11458,4787,24360,24348,24324,24407,
,,,,,,90040936-1,PRIMAX 95,Sales,3774,3217,3214,3815,4646,4926,3226
,,,,,,,,Stock,22093,22240,18673,9349,18195,18118,
,,,,,,90040936-2,PRIMAX 95,Sales,3774,3217,3213,3816,4646,4926,3226
,,,,,,,,Stock,22773,17932,24598,24574,20385,6351,
,,,,,,90040936-4,BIODIESEL B7 (RETAIL),Sales,3287,2682,2757,2585,2786,1596,2792
,,,,,,,,Stock,19223,16103,13286,10568,18549,15853,
,,,,,,,,,,,,,,,
,GTSD ANEKA ENTERPRISE,90040978,EAST2,65520,,90040978-4,BIODIESEL B7 (RETAIL),Sales,,1939,2280,2261,2079,1115,1914
,,,,,,,,Stock,12833,,13349,11550,14749,12773,
,,,,,,90040978-1,PRIMAX 95,Sales,,4094,3949,3450,4529,3702,4099
,,,,,,,,Stock,13731,,22426,14985,13400,8546,
,,,,,,90040978-2,PRIMAX 95,Sales,,4095,3949,3450,4530,3701,4100
,,,,,,,,Stock,13731,,9600,9600,25494,21306,
,,,,,,90040978-3,PRIMAX 97,Sales,,454,395,352,244,228,130
,,,,,,,,Stock,9766,,8671,8333,8046,7740,
,,,,,,,,,,,,,,,
,WAHA RIZQ,90040980,CENTR3,31023,,90040980-2,PRIMAX 97,Sales,1000,1000,1000,1000,1000,1000,1000
,,,,,,,,Stock,9000,8000,7000,6000,16000,15000,
,,,,,,90040980-4,PRIMAX 95,Sales,3667,3000,4000,3667,4334,4000,3667
,,,,,,,,Stock,20000,16000,13000,9000,18000,12000,
,,,,,,90040980-1,BIODIESEL B7 (RETAIL),Sales,1500,1000,2000,2000,2000,1000,2500
,,,,,,,,Stock,15500,14000,13000,11000,9000,7000,
,,,,,,90040980-3,PRIMAX 95,Sales,3667,3000,4000,3666,4333,4000,3666
,,,,,,,,Stock,23000,20000,17000,12000,20000,15000,
,,,,,,90040980-5,PRIMAX 95,Sales,3666,3000,4000,3667,4333,4000,3667
,,,,,,,,Stock,23000,21000,18000,15000,19000,17000,
,,,,,,,,,,,,,,,
,NASAIM TRADING,90040986,EAST1,38220,,90040986-1,PRIMAX 95,Sales,3920,4116,4018,4091,4611,4210,3933
,,,,,,,,Stock,14786,11270,14003,16360,17811,14583,
,,,,,,90040986-2,PRIMAX 95,Sales,3919,4116,4018,4092,4611,4210,3932
,,,,,,,,Stock,16583,18209,18927,20857,16731,13419,
,,,,,,90040986-3,PRIMAX 95,Sales,3920,4116,4019,4091,4611,4210,3933
,,,,,,,,Stock,17426,18530,24221,18911,18871,13134,
,,,,,,90040986-4,BIODIESEL B7 (RETAIL),Sales,1475,1427,1645,751,1351,2176,1221
,,,,,,,,Stock,11360,9722,8313,6524,12006,10190,
,,,,,,,,,,,,,,,
,MAJU MAKMUR BARAKATH ENTERPRISE,90041005,CENTR1,81900,,90041005-3,PRIMAX 95,Sales,4973,4073,4409,4527,5488,5225,4178
,,,,,,,,Stock,19981,20756,18230,16274,16164,21340,
,,,,,,90041005-5,PRIMAX 95,Sales,4973,4074,4408,4527,5488,5225,4177
,,,,,,,,Stock,15407,26693,18809,12697,24973,17962,
,,,,,,90041005-1,BIODIESEL B7 (RETAIL),Sales,7382,4616,6634,6193,6769,2266,3036
,,,,,,,,Stock,17947,10565,16869,21155,14962,13653,
,,,,,,90041005-2,PRIMAX 97,Sales,767,616,766,682,693,1548,695
,,,,,,,,Stock,3962,14115,13499,12733,12051,11358,
,,,,,,90041005-4,PRIMAX 95,Sales,4972,4074,4408,4526,5488,5226,4178
,,,,,,,,Stock,13569,20849,19038,13881,20895,11726,
,,,,,,,,,,,,,,,
,NADI IMAN ENTERPRISE,90041010,CENTR2,40692,,90041010-5,PRIMAX 95,Sales,,4483,3956,4605,4927,4384,4255
,,,,,,,,Stock,,,25699,22432,18341,19624,
,,,,,,90041010-2,PRIMAX 97,Sales,,773,508,1057,820,1124,887
,,,,,,,,Stock,,,9032,8558,7229,6547,
,,,,,,90041010-1,BIODIESEL B7 (RETAIL),Sales,,1235,994,1844,1275,522,1546
,,,,,,,,Stock,,,13017,12001,10187,8837,
,,,,,,90041010-3,PRIMAX 95,Sales,,4483,3955,4605,4928,4385,4254
,,,,,,,,Stock,,,21780,17813,18545,18695,
,,,,,,90041010-4,PRIMAX 95,Sales,,4484,3955,4605,4928,4385,4254
,,,,,,,,Stock,,,20888,15078,16127,16202,
,,,,,,,,,,,,,,,
,BINJAAFAR TRADING,90041023,SOUTH2,32760,,90041023-3,PRIMAX 95,Sales,2775,5902,6083,6278,6642,7167,6496
,,,,,,,,Stock,16566,23952,18655,18587,12803,18890,
,,,,,,90041023-1,BIODIESEL B7 (RETAIL),Sales,756,1781,1412,1748,1198,705,1823
,,,,,,,,Stock,8772,14162,12126,10279,8562,7361,
,,,,,,90041023-2,PRIMAX 97,Sales,423,1040,959,948,1471,1510,1003
,,,,,,,,Stock,6201,16499,15766,14872,13958,12517,
,,,,,,90041023-4,PRIMAX 95,Sales,2774,5902,6083,6278,6642,7167,6496
,,,,,,,,Stock,16598,22458,18402,17919,11467,14244,
,,,,,,,,,,,,,,,
,NNDN ENTERPRISE,90041033,SOUTH1,65520,,90041033-1,BIODIESEL B7 (RETAIL),Sales,4377,3882,3655,2749,2705,2540,3573
,,,,,,,,Stock,17821,18748,14946,16800,13506,16577,
,,,,,,90041033-4,PRIMAX 95,Sales,6670,6928,6435,7012,8403,8352,7092
,,,,,,,,Stock,16809,15450,17901,17062,19452,19158,
,,,,,,90041033-3,PRIMAX 95,Sales,6670,6928,6436,7011,8404,8352,7092
,,,,,,,,Stock,19657,18416,18416,19349,17486,18885,
,,,,,,90041033-2,PRIMAX 97,Sales,992,941,1006,1117,1443,1397,1323
,,,,,,,,Stock,13163,16962,16500,15431,14021,12533,
,,,,,,,,,,,,,,,
,IMS APEC STATION,90041059,CENTR3,152000,,90041059-1,BIODIESEL B7 (RETAIL),Sales,4018,5906,6017,5743,6019,,3248
,,,,,,,,Stock,18139,24766,18280,16548,15965,17273,
,,,,,,90041059-2,PRIMAX 97,Sales,1368,1239,1785,1739,1147,,1387
,,,,,,,,Stock,17678,17098,14902,12781,11808,11038,
,,,,,,90041059-5,PRIMAX 95,Sales,6927,9270,9902,10118,9979,,6961
,,,,,,,,Stock,26703,24345,13587,15967,15672,18712,
,,,,,,90041059-3,PRIMAX 95,Sales,6927,9270,9902,10118,9979,,6961
,,,,,,,,Stock,27000,25579,17998,18139,18844,21636,
,,,,,,90041059-4,PRIMAX 95,Sales,6928,9270,9902,10117,9979,,6960
,,,,,,,,Stock,25652,23673,13948,13794,14103,17156,
,,,,,,,,,,,,,,,
,BESJAYA ENTERPRISE,90041079,CENTR3,84056,,90041079-5,PRIMAX 95,Sales,4300,4033,3951,4484,4039,3452,4043
,,,,,,,,Stock,21085,24907,22148,17662,12816,12282,
,,,,,,90041079-6,PRIMAX 95,Sales,4300,4033,3953,4484,4038,3453,4043
,,,,,,,,Stock,5833,14766,13121,9461,5781,2556,
,,,,,,90041079-1,PRIMAX 95,Sales,4300,4034,3953,4483,4039,3453,4043
,,,,,,,,Stock,6781,15355,14840,10720,5372,12663,
,,,,,,90041079-2,BIODIESEL B7 (RETAIL),Sales,3544,2594,2836,2828,2706,1631,3001
,,,,,,,,Stock,14601,16647,14272,11424,8564,17230,
,,,,,,90041079-3,PRIMAX 95,Sales,4300,4033,3953,4484,4039,3453,4043
,,,,,,,,Stock,23793,27000,15866,8871,3801,14469,
,,,,,,90041079-4,PRIMAX 97,Sales,1490,1874,1806,1634,1260,1493,1802
,,,,,,,,Stock,8348,5978,15424,14422,12411,10980,
,,,,,,90041079-7,PRIMAX 95,Sales,4300,4033,3953,4484,4039,3453,4042
,,,,,,,,Stock,4978,10906,10054,9165,5712,3326,
,,,,,,90041079-8,BIODIESEL B7 EURO5 (RETAIL),Sales,267,89,364,472,395,287,322
,,,,,,,,Stock,2913,977,11897,11646,10535,9360,
,,,,,,,,,,,,,,,
,PETRO IDAMAN RESOURCES,90041082,EAST2,300300,,90041082-5,PRIMAX 95,Sales,6333,3667,3667,4667,5334,6000,5666
,,,,,,,,Stock,20000,27000,22000,25000,20000,21000,
,,,,,,90041082-1,BIODIESEL B7 (RETAIL),Sales,4950,6000,6000,6000,5500,4500,5000
,,,,,,,,Stock,20000,19000,14000,19000,12000,17000,
,,,,,,90041082-2,BIODIESEL B7 (RETAIL),Sales,4950,6000,6000,6000,5500,4500,5000
,,,,,,,,Stock,21000,21000,14000,20000,12000,13000,
,,,,,,90041082-3,PRIMAX 95,Sales,6334,3667,3666,4667,5333,6000,5667
,,,,,,,,Stock,18000,23000,19000,25000,16000,21000,
,,,,,,90041082-4,PRIMAX 95,Sales,6333,3666,3667,4666,5333,6000,5667
,,,,,,,,Stock,21000,26000,23000,18000,19000,26000,
,,,,,,,,,,,,,,,
,PRIMA MILLENNIUM STATION,90041090,EAST1,27300,,90041090-2,PRIMAX 95,Sales,1997,1944,2217,1771,,,2048
,,,,,,,,Stock,16841,16236,16236,9594,4244,,
,,,,,,90041090-3,PRIMAX 95,Sales,1997,1945,2218,1772,,,2049
,,,,,,,,Stock,14043,7888,2453,2453,7960,,
,,,,,,90041090-1,PRIMAX 95,Sales,1997,1944,2218,1771,,,2049
,,,,,,,,Stock,13997,13997,13997,13997,13997,,
,,,,,,90041090-4,BIODIESEL B7 (RETAIL),Sales,740,67505,892,534,,,732
,,,,,,,,Stock,10695,9874,9793,8192,13458,,
,,,,,,,,,,,,,,,
,AZMI MOHAMED RESOURCES,90041093,EAST2,103740,,90041093-1,BIODIESEL B7 (RETAIL),Sales,4588,4500,4895,,2354,2420,4544
,,,,,,,,Stock,13613,19494,14704,14618,,17407,
,,,,,,90041093-2,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90041093-3,PRIMAX 95,Sales,3942,4377,3791,,4378,4370,3926
,,,,,,,,Stock,14242,20502,20203,20273,,20150,
,,,,,,90041093-4,PRIMAX 95,Sales,3943,4377,3791,,4377,4370,3926
,,,,,,,,Stock,21982,18554,10410,13500,,19200,
,,,,,,,,,,,,,,,
,ZEENUN ENTERPRISE,90041100,CENTR3,209024,,90041100-2,BIODIESEL B7 (RETAIL),Sales,3479,5017,5088,4654,3046,2937,2846
,,,,,,,,Stock,16185,17157,12618,13702,9099,6032,
,,,,,,90041100-3,PRIMAX 95,Sales,7326,7415,7605,7546,7909,7720,7519
,,,,,,,,Stock,18815,20680,22962,24016,16881,8595,
,,,,,,90041100-4,PRIMAX 97,Sales,3628,3802,3302,860,2032,2973,3965
,,,,,,,,Stock,17898,14379,21655,20000,20000,23428,
,,,,,,90041100-5,PRIMAX 95,Sales,7326,7414,7605,7546,7909,7720,7520
,,,,,,,,Stock,16868,20581,23142,23306,16525,13869,
,,,,,,90041100-1,BIODIESEL B7 (RETAIL),Sales,3479,5017,5087,4654,3047,2938,2845
,,,,,,,,Stock,25327,19833,14495,15525,10098,12532,
,,,,,,90041100-6,BIODIESEL B7 EURO5 (RETAIL),Sales,785,1228,1493,1825,860,794,924
,,,,,,,,Stock,15888,14667,13364,11493,10456,9596,
,,,,,,90041100-7,PRIMAX 95,Sales,7328,7415,7605,7546,7909,7718,7520
,,,,,,,,Stock,17040,17156,19670,22105,10888,17620,
,,,,,,90041100-8,PRIMAX 95,Sales,7326,7415,7605,7547,7908,7720,7520
,,,,,,,,Stock,12008,13743,20079,17562,6477,17272,
,,,,,,,,,,,,,,,
,AZ KOTA TINGGI,90041103,SOUTH2,32760,,90041103-1,BIODIESEL B7 (RETAIL),Sales,1000,1700,1500,800,1500,1000,1000
,,,,,,,,Stock,10200,9200,7000,5100,14200,13200,
,,,,,,90041103-3,PRIMAX 95,Sales,2000,2250,2250,1950,2500,2350,2000
,,,,,,,,Stock,21200,17200,14000,14000,10500,10500,
,,,,,,90041103-2,PRIMAX 97,Sales,200,300,400,300,600,200,200
,,,,,,,,Stock,8900,8700,8200,7800,7600,6900,
,,,,,,90041103-4,PRIMAX 95,Sales,2000,2250,2250,1950,2500,2350,2000
,,,,,,,,Stock,16000,16000,16000,11300,12900,7900,
,,,,,,,,,,,,,,,
,ANM TRADING ENTERPRISE,90041111,CENTR2,119542,,90041111-3,PRIMAX 95,Sales,9150,8600,8900,9250,9750,8300,9050
,,,,,,,,Stock,26000,18500,19500,23000,19700,17300,
,,,,,,90041111-4,BIODIESEL B7 (RETAIL),Sales,3600,4900,3600,4900,3600,1400,4600
,,,,,,,,Stock,24900,21000,21400,23000,18500,15000,
,,,,,,90041111-2,PRIMAX 95,Sales,9150,8600,8900,9250,9750,8300,9050
,,,,,,,,Stock,15000,26000,23500,20000,20300,4000,
,,,,,,90041111-1,PRIMAX 97,Sales,1200,1200,1200,1300,1600,1300,1200
,,,,,,,,Stock,12200,11000,9700,8500,7100,5900,
,,,,,,,,,,,,,,,
,STESEN UMMAH ENTERPRISE,90041124,EAST1,103740,,90041124-4,PRIMAX 95,Sales,1947,4489,5444,,5400,5202,5157
,,,,,,,,Stock,,17822,18532,18955,,16667,
,,,,,,90041124-3,PRIMAX 95,Sales,1947,4489,5444,,5400,5203,5158
,,,,,,,,Stock,,17446,19012,18589,,10439,
,,,,,,90041124-1,BIODIESEL B7 (RETAIL),Sales,846,2341,2708,,3266,3698,4465
,,,,,,,,Stock,,20679,18138,26312,,22303,
,,,,,,90041124-2,PRIMAX 97,Sales,172,491,393,,467,482,587
,,,,,,,,Stock,,11890,11448,10704,,9944,
,,,,,,,,,,,,,,,
,LINOR RESOURCES,90041135,EAST2,16380,,90041135-2,PRIMAX 95,Sales,2250,1250,2100,1500,500,1500,1850
,,,,,,,,Stock,15700,12500,20900,16800,13200,13400,
,,,,,,90041135-3,PRIMAX 95,Sales,2250,1250,2100,1500,500,1500,1850
,,,,,,,,Stock,15900,14400,18600,17200,15400,14600,
,,,,,,90041135-4,,Sales,,,,,,,
,,,,,,,,Stock,,,,,,,
,,,,,,90041135-1,BIODIESEL B7 (RETAIL),Sales,800,400,500,1400,800,300,500
,,,,,,,,Stock,9200,8500,8100,7200,5900,5200,
,,,,,,,,,,,,,,,
,AIMA EXCELLENT TRADING,90041208,NORTH1,38220,,90041208-3,PRIMAX 95,Sales,4676,4435,4413,4422,4613,4751,
,,,,,,,,Stock,14433,15539,17127,17852,18779,17337,
,,,,,,90041208-1,BIODIESEL B7 (RETAIL),Sales,724,2392,2834,1343,1969,2496,
,,,,,,,,Stock,14287,17115,15055,11962,10584,14133,
,,,,,,90041208-2,PRIMAX 97,Sales,2494,600,447,453,830,556,
,,,,,,,,Stock,11341,10888,10141,15503,14729,13948,
,,,,,,90041208-4,PRIMAX 95,Sales,4675,4435,4413,4422,4613,4752,
,,,,,,,,Stock,12654,23880,12962,20106,11664,18926,
,,,,,,,,,,,,,,,
,SUFI FILLING STATION,90041216,EAST1,65520,,90041216-2,PRIMAX 95,Sales,1331,1355,1854,1317,,1694,
,,,,,,,,Stock,14782,15428,9720,8774,2967,,
,,,,,,90041216-1,PRIMAX 95,Sales,1331,1355,1854,1317,,1693,
,,,,,,,,Stock,4506,5342,6067,1382,2252,,
,,,,,,90041216-3,PRIMAX 95,Sales,1331,1354,1855,1317,,1693,
,,,,,,,,Stock,9414,3477,9485,9842,10731,,
,,,,,,90041216-4,BIODIESEL B7 (RETAIL),Sales,2228,2232,3047,1240,,2380,
,,,,,,,,Stock,6753,9874,17652,10294,10367,,
,,,,,,,,,,,,,,,
,TOMMY SHIRLEY STATION,90041225,SOUTH2,38220,,90041225-1,BIODIESEL B7 (RETAIL),Sales,3427,3050,2455,3305,2247,2770,
,,,,,,,,Stock,15731,12240,14816,18821,19892,17743,
,,,,,,90041225-3,PRIMAX 95,Sales,7665,7613,7133,7613,8784,8665,
,,,,,,,,Stock,24506,17493,24121,25104,23560,18425,
,,,,,,90041225-2,PRIMAX 95,Sales,7666,7614,7133,7613,8783,8664,
,,,,,,,,Stock,21208,13491,24706,19692,19425,16439,
,,,,,,90041225-4,PRIMAX 97,Sales,1104,1086,1329,1160,1604,1283,
,,,,,,,,Stock,19904,18885,17895,16596,15577,13900,
,,,,,,,,,,,,,,,
,EXQ RETAIL,90041239,SOUTH1,76440,,90041239-4,BIODIESEL B7 EURO5 (RETAIL),Sales,4900,4500,4300,4750,6000,5250,0
,,,,,,,,Stock,10000,16000,20000,12100,20500,14000,
,,,,,,90041239-1,BIODIESEL B7 (RETAIL),Sales,1500,1400,1800,1600,950,500,1900
,,,,,,,,Stock,6000,11000,9000,7500,12000,11000,
,,,,,,90041239-2,PRIMAX 95,Sales,1500,1400,1800,1600,950,500,4250
,,,,,,,,Stock,7500,11000,9000,7500,12000,11000,
,,,,,,90041239-3,PRIMAX 95,Sales,4900,4500,4300,4750,6000,5250,4250
,,,,,,,,Stock,12900,20000,20000,16500,20500,14000,
,,,,,,90041239-5,PRIMAX 97,Sales,600,500,500,300,500,400,400
,,,,,,,,Stock,10100,9500,9000,8500,8000,7500,
,,,,,,,,,,,,,,,
,STESEN MINYAK ISMAIL,90041243,SOUTH1,92820,,90041243-3,PRIMAX 97,Sales,813,646,715,1623,1387,1037,861
,,,,,,,,Stock,14555,13822,13354,12578,10584,14903,
,,,,,,90041243-4,BIODIESEL B7 (RETAIL),Sales,6514,6467,5855,5100,3719,1981,6656
,,,,,,,,Stock,24516,23226,17563,16693,16693,18562,
,,,,,,90041243-1,PRIMAX 95,Sales,7221,6239,6313,6792,7402,8885,6576
,,,,,,,,Stock,12114,15810,19013,22366,20240,23278,
,,,,,,90041243-2,PRIMAX 95,Sales,7221,6239,6313,6792,7402,8885,6576
,,,,,,,,Stock,13492,16982,17563,23173,21852,20507,
,,,,,,,,,,,,,,,
,PETRONIAGA MESRA SERVICES,90041247,CENTR2,27118,,90041247-3,PRIMAX 97,Sales,1383,1247,1149,1885,1519,1715,1874
,,,,,,,,Stock,10420,8989,7701,6491,15465,13872,
,,,,,,90041247-4,BIODIESEL B7 (RETAIL),Sales,1086,1125,1488,1388,1129,879,1068
,,,,,,,,Stock,9905,9202,8005,6492,10487,9302,
,,,,,,90041247-1,PRIMAX 95,Sales,5220,5176,5424,5555,5913,6028,6051
,,,,,,,,Stock,27000,21236,21079,20403,23616,11791,
,,,,,,90041247-2,PRIMAX 95,Sales,5221,5177,5424,5556,5913,6028,6052
,,,,,,,,Stock,19210,14523,26157,15972,17933,17868,
,,,,,,,,,,,,,,,
,NRNM FUEL & GAS STATION,90041250,EAST1,92820,,90041250-3,PRIMAX 95,Sales,3740,3221,3631,3618,3735,3697,3738
,,,,,,,,Stock,,11130,19482,22330,14562,15866,
,,,,,,90041250-4,BIODIESEL B7 (RETAIL),Sales,3345,2375,3440,1880,2843,3022,3035
,,,,,,,,Stock,,12867,13440,14997,12980,16550,
,,,,,,90041250-1,PRIMAX 97,Sales,342,303,441,475,342,445,389
,,,,,,,,Stock,,9807,9340,8890,8107,7860,
,,,,,,90041250-2,PRIMAX 95,Sales,3740,3222,3631,3617,3735,3698,3737
,,,,,,,,Stock,,25409,20115,20380,20380,22660,
,,,,,,,,,,,,,,,
,PETRONIAGA SERVICES,90041280,NORTH1,120120,,90041280-1,BIODIESEL B7 (RETAIL),Sales,6487,7459,7971,4142,4355,2469,7082
,,,,,,,,Stock,22157,15931,13961,16719,23315,19128,
,,,,,,90041280-2,PRIMAX 97,Sales,1773,1518,1715,1559,1837,1417,1629
,,,,,,,,Stock,16137,14249,12464,16463,14618,12902,
,,,,,,90041280-3,PRIMAX 95,Sales,6250,5720,6732,6977,6446,5633,6241
,,,,,,,,Stock,16114,9321,20015,23373,22017,16288,
,,,,,,90041280-4,PRIMAX 95,Sales,6250,5720,6732,6977,6445,5634,6241
,,,,,,,,Stock,26229,20178,23410,21367,19271,12318,
,,,,,,90041280-5,PRIMAX 95,Sales,6250,5719,6732,6976,6446,5634,6241
,,,,,,,,Stock,25360,19371,20869,20389,25182,18733,
,,,,,,,,,,,,,,,
,PETROL KIOSK BANDAR MENJALARA,90041287,CENTR2,59771,,90041287-1,BIODIESEL B7 (RETAIL),Sales,1881,2357,1702,3359,2129,1387,2446
,,,,,,,,Stock,15733,13500,16412,14826,16800,14826,
,,,,,,90041287-5,PRIMAX 97,Sales,744,1231,1015,1177,3439,1601,1617
,,,,,,,,Stock,14727,14102,13023,11946,10439,8962,
,,,,,,90041287-3,PRIMAX 95,Sales,3805,3849,4152,3988,4182,4442,4317
,,,,,,,,Stock,8812,4350,13866,8014,14962,14586,
,,,,,,90041287-4,PRIMAX 95,Sales,3805,3849,4153,3989,4182,4442,4317
,,,,,,,,Stock,11612,6264,18635,12700,17933,13687,
,,,,,,90041287-2,PRIMAX 95,Sales,3805,3848,4153,3989,4182,4442,4316
,,,,,,,,Stock,9836,7142,12285,12285,19212,11960,
,,,,,,,,,,,,,,,
,DYNASTY PETROLEUM ENTERPRISE,90041291,CENTR3,144579,,90041291-2,PRIMAX 95,Sales,7730,7167,7884,6692,7662,8471,7029
,,,,,,,,Stock,20440,10216,13794,15271,18589,17301,
,,,,,,90041291-3,PRIMAX 95,Sales,7730,7167,7884,6692,7663,8470,7029
,,,,,,,,Stock,17098,11223,14595,15951,18956,21251,
,,,,,,90041291-1,PRIMAX 95,Sales,7730,7166,7884,6692,7662,8471,7029
,,,,,,,,Stock,20239,14788,12962,19762,23172,16546,
,,,,,,90041291-4,BIODIESEL B7 (RETAIL),Sales,6633,6461,6321,3522,5750,2695,4930
,,,,,,,,Stock,25410,18844,12587,15195,15657,15442,
,,,,,,,,,,,,,,,
